,UniqueID,no_intake_question,no_retest1_question,no_retest2_question,SET_program_num,ETO_PROGRAM,SET_admin_num,baseline_type,enroll_SET_type_num,enroll_SET_type,cycle_1_1,cycle_1_2,phase_1_1,phase_1_2,cycle_new,phase_new,newly_enrolled,early_or_end,intake,retest,GRYD_Zone_num,INTERVIEW_DATE_FB,ENROLLMENT_DATE_1,AGE_1_FB,SEX_1,GROUP_POSITION_1,group_position,TATTOO_REMOVE_1,comments_page1_1,S1,S2,S3,S4x,S5x,S7x,S6ax,S6b_Other_Activities,S9,S10,S10_num,S10x,S10z,S11a,S11a_Comments,S11b,S12,S13,S14,S16,ME17,ME18,ME19,ME20a,ME20b,ME20x,ME22_ER,P22,P23,P24,P25,P26,C1a,C1b,C2a,C2b,C3a,C3b,C4a,C4b,C5a,C5b,Group_name_part1,PUSH_1,PULL_1,FS89_foster_now,FS89_foster_past,FS89_group_now,FS89_group_past,FS89_adopted_now,FS89_adopted_past,FS89_parents_now,FS89_parents_past,FS89_relatives_now,FS89_relatives_past,FS89_spouse_now,FS89_spouse_past,FS89_boygirlfriend_now,FS89_boygirlfriend_past,FS89_alone_now,FS89_alone_past,FS90_younger,FS90_teenagers,FS90_20_29_adults,FS90_30_49_adults,FS90_older_adults,F1,F2,F3,IF_NO_FAMILY_TEXT,no_fam_num,F4,F5,FS91,FS92,FS93,FS94,FS95,FS96,FS97,FS98,FS100,FS101,FS102,FS103,FS104,FS105,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16a,F16bx,F17x,F18,F19,F20,F21,F22x,F23x,F24x,F25x,F26,F27,F28x,F29,F31x,F31b,group_name_part2,no_group_num,G2,G3a,G3b,EG1,EG2_most,EG2_youngest,EG2_oldest,EG3,EG4x,G5,G5_num,G6,G7,G8,G9,X11_FIXED,G10x,G11,G12x,G13,G14x,G15,G16,G17,G18,G19,G20,G21,G22a,G22bx,G23x,G24,G25,G26,G27,G28x,G29x,G30x,G31x,G32,G33,G34x,G35,G36x,G36b,G37,X18,X19,X20,X21,X22,A1,A1_Description,A2,A2_Description,A3,A3_Description,A4,O1_other_group_name,no_othgp_num,O4,O5,O6,O7x,O8,O9,X12_FIXED,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19a,O19b,O20x,O21,O22,O23,O24,X10,X11,X12,X13,X14,X15,X16,X17,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8_Not_Honest,Completed_by_CIW,CIW_CLIENT_ID,CIW_INTERVIEW_DATE,CIW_COMPLETED_DATE,CIW1,CIW2,CIW3,CIW4,CIW5,CIW6_COMMENTS
2708,34030, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,21,7/7/2016,7/7/2016,17,1,2,2,0,Blank,1.0,0.0,0.0,4.0,0.0,0.0,0.0,777,5.0,1.0,1,0.0,0.0,0.0,777,0.0,3.0,2.0,5.0,3.0,2.0,4.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,3.0,3.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,2.0,2.0,1,10,7,777,1.0,0.0,0.0,5.0,1.0,1.0,3.0,5.0,4.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,5.0,1.0,3.0,2.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,777,0.0,777,1.0,New group of girls friend,0,New group of friends,1.0,4.0,0.0,5.0,0.0,3.0,1.0,2,5.0,5.0,1.0,1.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,1.0,9.0,2.0,9.0,9.0,9.0,2.0,1.0,4.0,,1.0,3.0,,,3.0,Blank,777,Southeast 3-10-113-1, , ,,,,,,no page 17 completed
2710,40456, , , ,1,1,1, ,1,intake,777,2,2,777,2,2,1,777,1,777,21,8/7/2017,8/2/2017,15,1,2,2,0,Blank,1.0,0.0,0.0,40.0,5.0,0.0,15.0,Basketball,4.0,0.0,0,1.0,0.0,0.0,777,0.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,5.0,3.0,2.0,5.0,4.0,0.0,,0.0,,0.0,,0.0,,1.0,5.0,Boom,Friend went to middle school with got arrested. Mad because I was talking to him last night.,No it's nothing pulling me away from my group,,,,,,,1.0,1.0,,,,,,,,,1.0,2.0,1.0,2.0,,0,5,7,777,1.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Bang,1.0,13.0,0.0,,5.0,15.0,12.0,50.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2,3.0,3.0,2.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,Basketball,1.0,Basketball/football,1.0,Homies,1,Girlfriend,1.0,3.0,3.0,3.0,3.0,4.0,2.0,2,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,1.0,3.0,4.0,Blank,999,Southeast 3-10-118-2,9/9/1999,9/9/1999,1.0,4.0,1.0,4.0,0.0,Progress is uprising
2711,35604, , , ,1,1,2, ,2,retest1,1,777,777,7,1,7,777,3,777,1,21,6/12/2017,10/18/2016,13,1,2,2,0,Blank,0.0,0.0,0.0,40.0,5.0,0.0,0.0,777,4.0,1.0,1,1.0,1.0,1.0,Friend got killed,1.0,4.0,3.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,3.0,4.0,0,10,30,777,1.0,2.0,5.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,School friends,0.0,777,0.0,777,0,School friends,1.0,5.0,4.0,3.0,1.0,4.0,0.0,2,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,9.0,2.0,9.0,9.0,9.0,0.0,1.0,1.0,3.0,1.0,4.0,0.0,4.0,4.0,Blank,999,Southeast 3-10-120-1,6/12/2017,6/12/2017,1.0,2.0,1.0,4.0,0.0,Blank
2712,35604, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,21,10/18/2016,10/18/2016,12,1,2,2,0,Blank,0.0,0.0,1.0,6.0,3.0,0.0,6.0,Football,2.0,0.0,0,0.0,0.0,1.0,Grandmother passed away,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,3.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,3.0,3.0,5.0,0,5,40,777,1.0,1.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,School friends,1.0,Football,0.0,777,0,School friends,1.0,5.0,5.0,5.0,1.0,3.0,1.0,4,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,9.0,4.0,9.0,2.0,0.0,0.0,1.0,,,,,,,,Blank,777,Southeast 3-10-120-1, , ,,,,,,no page 17 completed
2713,36379, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,21,11/22/2016,11/22/2016,21,2,2,2,0,Blank,0.0,1.0,0.0,0.0,0.0,0.0,0.0,777,1.0,0.0,0,1.0,0.0,0.0,777,0.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,5.0,5.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1,31,3,777,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,2.0,9.0,9.0,9.0,4.0,9.0,0.0,1.0,4.0,1.0,1.0,4.0,0.0,,4.0,Blank,777,Southeast 3-10-122-1, , ,,,,,,no page 17 completed
2714,36592, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,21,12/6/2016,12/2/2016,15,1,2,2,0,Blank,0.0,0.0,0.0,2.0,2.0,0.0,0.0,777,1.0,1.0,1,1.0,0.0,0.0,777,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,60.0,0.0,,1.0,60.0,0.0,,0.0,,Homies,Nothing,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,2.0,1,5,9,777,1.0,0.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,Homies,1.0,12.0,1.0,14.0,6.0,35.0,13.0,50.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,7.0,1,7.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,School friends,0.0,777,1.0,Friends,0,Friends,1.0,3.0,4.0,3.0,7.0,3.0,7.0,1,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,Not certain- very reserved,777,Southeast 3-10-123-1, , ,,,,,,no page 17 completed
2715,36903, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,999,999,1,777,21,1/4/2017,12/14/2016,17,2,2,2,0,Blank,0.0,0.0,1.0,32.0,0.0,0.0,,Doing community,2.0,0.0,0,0.0,0.0,0.0,777,0.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,30.0,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0,0,10,777,1.0,4.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,999,,999,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,2.0,1.0,4.0,,,,0.0,0.0,4.0,1.0,2.0,3.0,2.0,3.0,4.0,Blank,999,Southeast 3-10-125-1, , ,,,,,,no page 17 completed
2716,36925, , , ,1,1,2, ,2,retest1,1,777,999,999,1, ,999,999,777,1,21,12/10/2017,12/29/2016,16,1,1,1,0,Blank,0.0,0.0,0.0,40.0,12.0,0.0,8.0,"Basketball, Church, Volunteer",1.0,1.0,1,0.0,0.0,0.0,777,0.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,999,5,5,777,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,2.0,2.0,1.0,5.0,1.0,3.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,Church,1.0,Basketball/Football,0.0,777,0,Church,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,4.0,5.0,3.0,0.0,1.0,4.0,Blank,999,Southeast 3-10-127-1,9/9/1999,9/9/1999,1.0,4.0,5.0,3.0,0.0,Client is doing very well.
2717,36925, , , ,1,1,1, ,1,intake,999,999,2,777, ,2,1,777,1,777,21,12/29/2016,12/29/2016,15,1,1,1,0,Blank,0.0,0.0,0.0,30.0,3.0,0.0,10.0,"Chapter Two, Sports (basketball)",3.0,2.0,2,1.0,0.0,0.0,777,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,4.0,4.0,2.0,4.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,2.0,2.0,0.0,2.0,0.0,1,5,6,777,1.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,Sports,1.0,Basketball Team,1.0,Basketball Team,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,2.0,9.0,3.0,9.0,9.0,4.0,2.0,1.0,4.0,1.0,0.0,4.0,1.0,4.0,4.0,Blank,777,Southeast 3-10-127-1, , ,,,,,,no page 17 completed
2718,38180, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,21,5/4/2017,3/7/2017,16,2,2,2,0,Blank,0.0,0.0,0.0,40.0,0.0,0.0,1.0,Self meditation,6.0,3.0,3,1.0,1.0,1.0,Caught up with boy,1.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,2.0,3.0,0.0,,0.0,,0.0,,0.0,,1.0,0.0,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1,0,3,777,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,School friends,1.0,Dance Group,0.0,777,0,School friends,1.0,5.0,3.0,1.0,3.0,4.0,4.0,2,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,2.0,9.0,2.0,9.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,0.0,3.0,3.0,That she is not associated with a gang,777,Southeast 3-10-135-1, , ,,,,,,no page 17 completed
2719,40054, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,21,7/12/2017,7/11/2017,17,2,2,2,0,Blank,0.0,0.0,0.0,4.0,0.0,0.0,8.0,C5 LA (Group),2.0,1.0,1,1.0,1.0,0.0,777,0.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0,3.0,4.0,5.0,4.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,1.0,0,0,6,777,1.0,3.0,7.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,1.0,4.0,1.0,1.0,5.0,5.0,5.0,2.0,3.0,2.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,777,1.0,C5 LA Group,0.0,777,0,C5 LA Group,1.0,0.0,3.0,0.0,7.0,1.0,0.0,2,5.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,9.0,2.0,9.0,9.0,9.0,1.0,0.0,3.0,2.0,1.0,4.0,0.0,4.0,4.0,Blank,777,Southeast 3-10-136-2,7/12/2017,7/13/2017,2.0,2.0,1.0,4.0,9.0,Blank
2721,40485, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,21,8/3/2017,8/3/2017,15,1,2,2,0,Blank,0.0,0.0,0.0,32.0,5.0,0.0,5.0,Sports,3.0,0.0,0,1.0,0.0,1.0,Caught smoking marijuana,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,5.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0,5,4,777,1.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,2.0,3.0,5.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,A couple of friends,0.0,777,0.0,777,0,Friends,1.0,1.0,0.0,0.0,0.0,1.0,1.0,9,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,9.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,4.0,4.0,Blank,999,Southeast 3-10-137-2,8/3/2017,8/3/2017,3.0,2.0,4.0,4.0,9.0,Blank
2722,43863, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,21,2/14/2018,2/14/2018,23,2,1,1,0,Blank,1.0,1.0,0.0,0.0,0.0,0.0,0.0,777,5.0,0.0,0,1.0,0.0,0.0,777,0.0,2.0,2.0,5.0,4.0,1.0,1.0,5.0,3.0,1.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,7.0,20.0,25.0,15.0,2,31,2,777,1.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,3.0,4.0,2.0,5.0,5.0,3.0,2.0,3.0,5.0,3.0,1.0,5.0,4.0,1.0,1.0,4.0,4.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,777,0.0,777,1.0,Friends,0,Friends,1.0,5.0,0.0,5.0,2.0,5.0,7.0,3,3.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,3.0,3.0,5.0,1.0,5.0,5.0,5.0,4.0,2.0,9.0,3.0,9.0,9.0,9.0,0.0,0.0,1.0,3.0,1.0,,0.0,4.0,4.0,Blank,999,Southeast 3-10-138-2,2/14/2018,2/20/2018,2.0,2.0,3.0,4.0,9.0,Blank
2723,45912, , , ,1,1,1, , , ,1,777,2,777,1,2,1,777,1,777,21,7/10/2018,7/10/2018,15,2,2,2,0,Blank,0.0,0.0,0.0,40.0,0.0,0.0,3.0,Church,4.0,2.0,2,1.0,0.0,1.0,Broke up boyfriend,1.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,5.0,4.0,3.0,2.0,5.0,0.0,,0.0,,0.0,,0.0,,0.0,,Homies,Nothing has happened that is pushing me away from the group,Trying to get a job,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1,5,5,777,1.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,Homies,1.0,14.0,0.0,,6.0,16.0,10.0,70.0,1.0,1.0,4.0,4.0,4.0,5.0,1.0,7.0,2,6.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,School friends,0.0,777,0.0,777,0,School friends,,,,,,,,3,,,,,,,,,,,,,,,,,4.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,5.0,4.0,4.0,Blank,999,Southeast 3-10-141-2,7/10/2018,7/10/2018,1.0,3.0,3.0,1.0,5.0,Blank
2724,40493, , , ,1,1,1, ,1,intake,999,999,777,4, ,4,999,999,1,777,21,9/25/2017,8/3/2017,20,2,777,0,0,Blank,0.0,0.0,1.0,40.0,2.0,40.0,3.0,"Read, workout",3.0,1.0,1,1.0,0.0,1.0,Life mishap,,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,,1.0,,0.0,,1.0,,No group,777,777,,,,,,,1.0,,,1.0,,,,,,,,1.0,2.0,3.0,,1,5,4,777,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,Coworkers,0.0,777,0.0,777,0,888,1.0,,,,,,,1,,,,,,,,,,,,,,,,,2.0,0.0,1.0,2.0,4.0,1.0,,,1.0,3.0,2.0,3.0,2.0,2.0,2.0,Blank,777,Southeast 3-10-148-2,9/9/1999,9/9/1999,1.0,3.0,2.0,3.0,2.0,She coming along well
2725,40212, , , ,1,1,1, ,1,intake,777,2,777,7,2,7,999,999,1,777,21,8/13/2017,7/13/2017,16,1,777,0,0,Blank,0.0,0.0,1.0,38.0,7.0,0.0,3.0,"Reading, working out",3.0,0.0,0,1.0,0.0,0.0,777,0.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,3.0,,0,5,3,777,1.0,2.0,7.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,Classmates,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,2.0,1.0,2.0,2.0,4.0,,,,1.0,3.0,1.0,3.0,1.0,2.0,1.0,Blank,999,Southeast 3-10-150-2, , ,,,,,,no page 17 completed
